interview 0.0942819,0.0455783,-0.0197406,-0.0105279,0.0157219,-0.00344447,0.00866888,0.00564665,0.00872413,0.0276435
blanks -0.318935,0.365225,0.0127484,-0.0550021,-0.0429033,0.099536,0.163049,-0.000152126,-0.150798,-0.096601
bday 0.109562,-0.203897,-6.91488e-05,-0.04707,-0.00998892,-0.0112767,0.0181072,-0.0194145,0.00986602,0.0213753
after 0.110448,0.0159441,-0.000244797,4.60891e-05,0.00149421,-0.00036278,-0.000268294,0.000307228,-5.36568e-05,-0.00011614
possum -0.842467,0.723709,-0.0017245,0.0202267,-0.0268081,0.0226531,0.0369891,-0.102862,-0.0818866,0.0438201
wrong 0.122852,-0.0849288,-0.00119421,0.0227754,0.00109801,-0.010237,-0.00390863,-0.00928089,-0.00354852,-0.00699642
suing 0.0719958,-0.268483,-0.00935596,-0.0344488,0.0101857,0.0218723,0.0470367,-0.0367035,0.0568811,-0.0194893
attempt 0.124585,-0.150315,-0.00646472,-0.00869748,-0.0129293,-0.0114416,-0.0157539,-0.00332978,-0.0199204,0.00687898
third -0.952923,0.39403,0.214212,-0.0396763,0.100072,-0.207852,-0.216268,0.12098,-0.00379294,-0.288388
wins 0.113691,-0.0778759,-0.00389316,0.0149704,0.00488309,-0.0231672,-0.0127426,0.0340494,-0.00299364,0.0128607
ossana 0.12022,-0.0810526,-0.0114184,0.00805494,-0.00896935,0.0188571,0.0162397,-0.0198893,0.00665306,-0.00769524
motherfuckers 0.100348,0.012613,0.00967172,-0.0137086,0.00389503,0.0151093,-0.0141592,0.0230065,-0.0266413,-0.00213907
funniest -0.151923,0.436165,-0.0361144,0.0674892,0.0166968,-0.00267182,0.0304262,-0.0244109,0.0946995,-0.0286318
ultimate 0.0946801,0.0469683,-0.0218569,0.0130432,-0.00113624,0.00925469,0.00771729,0.0244664,-0.0179077,-0.00365894
worst 0.121141,-0.120695,-0.00537232,-0.0118509,-0.0137716,-0.00985952,-0.023573,0.0262991,-0.00971795,0.00694954
backdrop 0.0116933,-0.326052,0.0166306,-0.0138737,0.028771,0.0990458,0.0335119,-0.036434,0.109062,0.0615797
executed 0.114628,-0.0288985,0.00829344,-0.00523488,-0.00951842,0.00723859,-0.0124529,-0.000644126,-0.00453753,0.0127945
office 0.122176,-0.190699,-0.00656012,-0.00865608,-0.00937191,-0.000996476,0.0018056,-0.00444015,0.0107696,-0.0303826
over 0.108192,0.0263479,0.0014021,0.000783216,-0.00152407,-0.00256088,0.00056052,-6.06026e-05,0.000287835,-0.00122512
zen 0.11771,-0.0896975,-0.00822402,-0.0216382,0.00300544,0.00105178,-0.00515094,0.0258399,-0.000336383,-0.0148573
vito 0.0742789,0.127181,-0.00327698,-0.0101787,-0.0149797,-0.0100144,-0.0097772,-0.00549585,-0.00688769,-0.0196344
frakking -0.147908,-0.512217,0.129268,-0.0829896,-0.148713,0.0386621,-0.132166,0.0121592,0.0813742,0.0541029
