1;1;0.422737306843;0.0901525654037
2;1;0.476821192053;0.137087375482
2;2;0.546357615894;0.151289874267
3;1;0.608167770419;0.184244109937
3;2;0.658940397351;0.205547844888
3;3;0.688741721854;0.208044381701
5;1;0.611479028698;0.184687932237
5;2;0.656732891832;0.215811377771
5;3;0.700883002208;0.219750343673
5;5;0.76710816777;0.223744797283
10;1;0.594922737307;0.236116505933
10;2;0.695364238411;0.25065186483
10;3;0.726269315673;0.255312065118
10;5;0.786975717439;0.266185843743
10;10;0.888520971302;0.267905684917
15;1;0.550772626932;0.271178917369
15;2;0.64238410596;0.283883486131
15;3;0.710816777042;0.29098474875
15;5;0.794701986755;0.293869620156
15;10;0.884105960265;0.303966703143
15;15;0.930463576159;0.319611657471
25;1;0.475717439294;0.338474343317
25;2;0.615894039735;0.349625520801
25;3;0.73178807947;0.352011095425
25;5;0.82229580574;0.355728150177
25;10;0.915011037528;0.364327329594
25;15;0.942604856512;0.377198335025
25;25;0.96357615894;0.388571423659
35;1;0.469094922737;0.401109568978
35;2;0.657836644592;0.409986134025
35;3;0.746136865342;0.423855759472
35;5;0.82119205298;0.464632452465
35;10;0.930463576159;0.452094307146
35;15;0.953642384106;0.495201113511
35;25;0.965783664459;0.533758668549
35;35;0.967991169978;0.492094304501
45;1;0.608167770419;0.469459076195
45;2;0.635761589404;0.473287093136
45;3;0.716335540839;0.492149792209
45;5;0.809050772627;0.511123440243
45;10;0.916114790287;0.52565879914
45;15;0.955849889625;0.551900133237
45;25;0.953642384106;0.540915392422
45;35;0.974613686534;0.569930648963
45;45;0.967991169978;0.573148406934
55;1;0.503311258278;0.544798883844
55;2;0.619205298013;0.555672675697
55;3;0.717439293598;0.552898753253
55;5;0.798013245033;0.563772531878
55;10;0.921633554084;0.589015259186
55;15;0.952538631347;0.593509009577
55;25;0.959161147903;0.638502080558
55;35;0.974613686534;0.647323157897
55;45;0.9646799117;0.63423022809
55;55;0.976821192053;0.634563114655
70;1;0.487858719647;0.621914007148
70;2;0.596026490066;0.633564494639
70;3;0.707505518764;0.629514553321
70;5;0.76710816777;0.645104019942
70;10;0.920529801325;0.652094307146
70;15;0.941501103753;0.663411921299
70;25;0.971302428256;0.676227452249
70;35;0.970198675497;0.695922334669
70;45;0.980132450331;0.711067952535
70;55;0.984547461369;0.728987506073
70;70;0.988962472406;0.742302347031
85;1;0.546357615894;0.71678224732
85;2;0.66114790287;0.722219130019
85;3;0.739514348786;0.723606097854
85;5;0.789183222958;0.728821082631
85;10;0.911699779249;0.745631067191
85;15;0.940397350993;0.785686539026
85;25;0.976821192053;0.795672673051
85;35;0.987858719647;0.81281553095
85;45;0.987858719647;0.832122052323
85;55;0.991169977925;0.833730931309
85;70;0.991169977925;0.859140068831
85;85;0.997792494481;0.878113730093
100;1;0.548565121413;0.837780859399
100;2;0.629139072848;0.849431346891
100;3;0.774834437086;0.858751734239
100;5;0.828918322296;0.859972252178
100;10;0.920529801325;0.867517323871
100;15;0.965783664459;0.869681000572
100;25;0.983443708609;0.886213586274
100;35;0.987858719647;0.907350897783
100;45;0.994481236203;0.944909846033
100;55;0.997792494481;0.969098478843
100;70;0.994481236203;0.96282939957
100;85;0.990066225166;0.996560330879
100;100;1.0;1.0
